,Graduated,ID,First_name,Last_name,State,Gender,Age,GPA,Days_missed
369,Yes,370,Lisa,Stevens,Alabama,Female,16.0,3.50537634409,2.0
370,No,371,Beverly,Wells,,Female,17.0517799353,3.0,30.0
371,Yes,372,Larry,Harper,,Male,17.0,4.0,4.0
372,No,373,Dennis,Fields,Ohio,Male,16.0,3.0,34.0
373,Yes,374,Jessica,Jones,South Carolina,Female,17.0,2.0,3.0
374,Yes,375,Juan,Hernandez,Arizona,Male,16.0,3.0,16.7755610973
375,Yes,376,Antonio,Hart,California,Male,18.0,4.0,16.7755610973
376,Yes,377,Janice,Ellis,New Jersey,Female,18.0,3.0,16.7755610973
377,No,378,Kimberly,Morgan,New York,Female,18.0,2.0,32.0
378,No,379,Betty,Robertson,Texas,Female,19.0,3.0,29.0
379,No,380,Mildred,Morgan,Oklahoma,Female,17.0517799353,2.0,17.0
380,Yes,381,Wanda,Edwards,District of Columbia,Female,15.0,3.50537634409,16.7755610973
381,No,382,Shawn,Little,Pennsylvania,Male,19.0,3.0,10.0
382,Yes,383,Louis,Nelson,New Mexico,Male,17.0,4.0,14.0
383,Yes,384,Teresa,Roberts,Illinois,Female,16.0,3.50537634409,30.0
384,Yes,385,Judith,Ross,Oklahoma,Female,15.0,3.50537634409,6.0
385,Yes,386,Clarence,Nguyen,California,Male,17.0,3.50537634409,8.0
386,Yes,387,Lois,Collins,,Female,16.9588744589,3.0,16.7755610973
387,Yes,388,Aaron,Bishop,California,Male,17.0,4.0,12.0
388,Yes,389,James,Fields,Virginia,Male,19.0,2.0,16.7755610973
389,No,390,Raymond,Myers,Washington,Male,17.0517799353,2.0,25.0
390,No,391,Brandon,Ferguson,Texas,Male,17.0,2.0,23.0
391,Yes,392,Russell,Cook,New York,Male,16.9588744589,2.0,16.7755610973
392,Yes,393,Kathleen,Burton,Missouri,Female,17.0,3.50537634409,16.7755610973
393,Yes,394,Willie,Shaw,Texas,Male,16.0,2.0,16.7755610973
394,Yes,395,Philip,Nichols,District of Columbia,Male,19.0,3.50537634409,34.0
395,No,396,Steve,Perkins,South Carolina,Male,17.0517799353,2.0,30.0
396,No,397,Michael,Romero,Kansas,Male,19.0,3.0,12.0
397,Yes,398,Roy,Garcia,Michigan,Male,15.0,3.50537634409,34.0
398,Yes,399,Tammy,Fields,Tennessee,Female,18.0,4.0,29.0
399,No,400,Sean,Shaw,,Male,18.0,2.0,24.0
400,Yes,401,David,Ramirez,California,Male,17.0,2.0,16.7755610973
401,Yes,402,Richard,Alvarez,Pennsylvania,Male,16.0,4.0,19.0
402,Yes,403,Jeffrey,Miller,Oregon,Male,19.0,4.0,29.0
403,No,404,Edward,Gray,Texas,Male,18.0,2.0,30.0
404,No,405,Jack,Bell,New York,Male,17.0,2.0,19.0
405,No,406,Joseph,Mitchell,Colorado,Male,17.0,3.0,8.0
406,No,407,Phyllis,Bradley,Florida,Female,15.0,3.0,21.0
407,No,408,Lori,Stewart,Texas,Female,16.0,2.0,26.0
408,Yes,409,Julie,Richardson,Georgia,Female,19.0,3.50537634409,6.0
409,Yes,410,Cynthia,Stanley,South Carolina,Female,15.0,4.0,17.0
410,Yes,411,Kenneth,Johnston,Massachusetts,Male,19.0,4.0,11.0
411,No,412,Chris,Sims,California,Male,17.0517799353,2.0,10.0
412,No,413,Brian,Hanson,Massachusetts,Male,17.0,2.0,26.0
413,No,414,Matthew,Ward,New York,Male,15.0,2.0,29.0
414,Yes,415,Carl,Mason,Indiana,Male,19.0,3.50537634409,18.0
415,Yes,416,Richard,Wells,Texas,Male,16.9588744589,2.0,16.7755610973
416,Yes,417,Sandra,Daniels,Nebraska,Female,18.0,3.0,16.7755610973
417,Yes,418,Cheryl,Banks,Texas,Female,19.0,3.50537634409,6.0
418,Yes,419,Frances,Marshall,Texas,Female,19.0,3.50537634409,30.0
419,Yes,420,Gerald,Stevens,Florida,Male,19.0,4.0,16.7755610973
420,Yes,421,Sean,Perez,California,Male,15.0,4.0,29.0
421,Yes,422,Robert,Flores,,Male,18.0,3.50537634409,17.0
422,Yes,423,Daniel,Lee,,Male,16.0,4.0,7.0
423,No,424,Marie,Perry,,Female,17.0,3.0,13.0
424,No,425,Cheryl,Cruz,Nebraska,Female,18.0,2.0,16.0
425,Yes,426,Julia,Bishop,Ohio,Female,19.0,3.50537634409,30.0
426,No,427,Earl,Bradley,South Carolina,Male,19.0,2.0,10.0
427,Yes,428,Timothy,Watkins,Nevada,Male,16.0,4.0,4.0
428,Yes,429,James,Olson,Louisiana,Male,15.0,2.0,16.7755610973
429,Yes,430,Gregory,Ramos,,Male,16.0,3.0,16.7755610973
430,No,431,Terry,Reynolds,South Carolina,Male,19.0,2.0,33.0
431,Yes,432,Terry,Murphy,Wisconsin,Male,18.0,3.50537634409,20.0
432,No,433,Mark,Cook,New Jersey,Male,15.0,3.0,28.0
433,Yes,434,Wanda,Weaver,New Jersey,Female,18.0,4.0,22.0
434,No,435,Denise,Stewart,Montana,Female,17.0,2.0,23.0
435,No,436,Todd,Gutierrez,Illinois,Male,16.0,2.0,14.0
436,Yes,437,Debra,Fernandez,New York,Female,16.0,3.50537634409,30.0
437,No,438,Lawrence,Flores,District of Columbia,Male,16.0,3.0,6.0
438,Yes,439,Juan,Duncan,Kentucky,Male,16.9588744589,4.0,10.0
439,No,440,Marie,Stewart,Missouri,Female,19.0,2.0,12.0
440,No,441,Frances,Harvey,Massachusetts,Female,15.0,2.0,12.0
441,Yes,442,Willie,Owens,Washington,Male,16.0,4.0,3.0
442,Yes,443,Katherine,Fields,,Female,17.0,4.0,34.0
443,No,444,Donald,Jackson,Texas,Male,15.0,3.0,18.0
444,Yes,445,Daniel,Young,Pennsylvania,Male,16.0,4.0,2.0
445,No,446,Paula,Weaver,California,Female,17.0517799353,2.0,7.0
446,Yes,447,Robert,Brooks,Texas,Male,15.0,3.50537634409,7.0
447,No,448,Norma,Moore,North Carolina,Female,15.0,3.0,25.0
448,No,449,Catherine,Meyer,Indiana,Female,16.0,3.0,34.0
449,No,450,Melissa,Miller,Nevada,Female,18.0,3.0,25.0
450,No,451,Amanda,Grant,Oklahoma,Female,15.0,3.0,33.0
451,Yes,452,Walter,Meyer,,Male,16.0,3.50537634409,13.0
452,No,453,Michelle,Stone,Wisconsin,Female,17.0517799353,2.0,23.0
453,Yes,454,Ashley,Martin,New York,Female,16.0,3.50537634409,32.0
454,No,455,Paula,Myers,Massachusetts,Female,18.0,3.0,22.0
455,No,456,Charles,Mitchell,,Male,19.0,3.0,24.0
456,Yes,457,Julia,Jacobs,,Female,19.0,4.0,32.0
457,Yes,458,Judith,Elliott,North Carolina,Female,16.0,4.0,20.0
458,No,459,Steven,Baker,Florida,Male,17.0517799353,2.0,17.0
459,No,460,Gregory,Griffin,South Dakota,Male,17.0,3.0,9.0
460,Yes,461,Judith,Wright,Florida,Female,18.0,3.50537634409,16.7755610973
461,No,462,Donald,Banks,Pennsylvania,Male,19.0,3.0,22.0
462,Yes,463,Lawrence,Lee,Florida,Male,16.9588744589,3.50537634409,7.0
463,Yes,464,Kimberly,Morgan,Illinois,Female,16.0,3.50537634409,8.0
464,Yes,465,Patrick,Fields,Indiana,Male,15.0,3.50537634409,12.0
465,No,466,Aaron,Murphy,Florida,Male,18.0,3.0,12.0
466,Yes,467,Nancy,Adams,Missouri,Female,17.0,3.0,16.7755610973
467,Yes,468,Virginia,Brown,Florida,Female,15.0,3.50537634409,16.7755610973
468,Yes,469,Mary,Bradley,California,Female,19.0,4.0,16.7755610973
469,No,470,Wanda,Greene,North Carolina,Female,17.0517799353,3.0,15.0
470,No,471,Judith,Campbell,California,Female,16.0,3.0,34.0
471,No,472,Dorothy,Turner,Kentucky,Female,18.0,3.0,14.0
472,Yes,473,Judy,Phillips,Florida,Female,19.0,4.0,16.7755610973
473,Yes,474,Pamela,Kennedy,Indiana,Female,16.0,3.50537634409,16.7755610973
474,No,475,Brandon,Mendoza,Kentucky,Male,15.0,3.0,31.0
475,No,476,Aaron,Mitchell,Arizona,Male,18.0,3.0,24.0
476,No,477,Jeremy,Stephens,California,Male,19.0,3.0,19.0
477,Yes,478,Mary,Miller,Nebraska,Female,15.0,3.0,16.7755610973
478,Yes,479,Paul,Gibson,Alabama,Male,16.9588744589,3.0,16.7755610973
479,No,480,Frank,Gonzalez,Florida,Male,18.0,2.0,16.0
480,Yes,481,Pamela,Grant,Ohio,Female,18.0,3.50537634409,16.7755610973
481,No,482,Anne,Dean,Virginia,Female,17.0517799353,2.0,12.0
482,Yes,483,Joyce,Armstrong,West Virginia,Female,16.9588744589,3.50537634409,16.7755610973
483,No,484,Wayne,Palmer,California,Male,17.0517799353,3.0,17.0
484,Yes,485,Amanda,Ross,California,Female,16.0,4.0,21.0
485,Yes,486,Andrew,Day,Alabama,Male,16.9588744589,3.50537634409,30.0
486,Yes,487,Amanda,Crawford,Vermont,Female,19.0,4.0,32.0
487,Yes,488,Matthew,Knight,Maryland,Male,18.0,4.0,6.0
488,Yes,489,Marie,Hawkins,North Carolina,Female,16.0,3.50537634409,13.0
489,No,490,Deborah,Hill,Indiana,Female,16.0,3.0,29.0
490,No,491,Cheryl,Russell,Nebraska,Female,19.0,3.0,25.0
491,No,492,Martin,Black,Texas,Male,15.0,3.0,11.0
492,No,493,Theresa,Martin,California,Female,17.0517799353,3.0,16.0
493,No,494,Joyce,Peterson,West Virginia,Female,17.0517799353,3.0,10.0
494,Yes,495,Frances,Cruz,Virginia,Female,16.0,4.0,9.0
495,Yes,496,Rebecca,Carter,Florida,Female,16.9588744589,3.50537634409,32.0
496,Yes,497,Juan,Robertson,Ohio,Male,16.9588744589,4.0,5.0
497,Yes,498,Kathryn,Jackson,,Female,16.0,3.50537634409,3.0
498,Yes,499,Mary,Young,Pennsylvania,Female,15.0,3.50537634409,30.0
499,No,500,Benjamin,Gibson,California,Male,17.0517799353,3.0,9.0
500,Yes,501,Diane,Ellis,Colorado,Female,16.9588744589,4.0,16.7755610973
501,No,502,Susan,Lewis,Texas,Female,17.0517799353,2.0,8.0
502,No,503,Frank,Jacobs,Washington,Male,15.0,2.0,23.0
503,Yes,504,Doris,Ortiz,Washington,Female,17.0,4.0,19.0
504,Yes,505,Ashley,Sims,Massachusetts,Female,18.0,4.0,18.0
505,Yes,506,David,Ross,Kentucky,Male,15.0,4.0,16.7755610973
506,Yes,507,Christina,Schmidt,Texas,Female,19.0,3.50537634409,13.0
507,Yes,508,Scott,Johnson,Florida,Male,17.0,4.0,12.0
508,No,509,Jerry,Fox,Illinois,Male,19.0,2.0,14.0
509,No,510,Ryan,Woods,Texas,Male,17.0,3.0,18.0
510,Yes,511,Nancy,Palmer,New Jersey,Female,16.9588744589,3.50537634409,26.0
511,No,512,Robert,Gomez,Texas,Male,17.0517799353,3.0,6.0
512,No,513,Robin,Bailey,Illinois,Female,17.0,2.0,18.0
513,Yes,514,Kevin,Mitchell,Mississippi,Male,18.0,4.0,16.7755610973
514,No,515,Jose,Gordon,Louisiana,Male,17.0517799353,3.0,15.0
515,No,516,Catherine,Bradley,Arizona,Female,17.0,2.0,15.0
516,No,517,Helen,Robertson,Colorado,Female,18.0,2.0,15.0
517,Yes,518,Roy,Mccoy,Missouri,Male,15.0,3.0,16.7755610973
518,Yes,519,Jimmy,Hicks,Minnesota,Male,18.0,3.0,2.0
519,No,520,Justin,Gibson,Illinois,Male,18.0,2.0,29.0
520,Yes,521,Virginia,Reed,Wisconsin,Female,18.0,3.50537634409,30.0
521,Yes,522,Doris,Collins,Ohio,Female,19.0,3.50537634409,26.0
522,Yes,523,Larry,Fernandez,Colorado,Male,16.9588744589,4.0,16.7755610973
523,Yes,524,Andrew,Ross,Tennessee,Male,16.9588744589,3.50537634409,21.0
524,Yes,525,Patrick,Harvey,Minnesota,Male,15.0,3.50537634409,27.0
525,Yes,526,Kelly,Franklin,,Female,16.0,4.0,34.0
526,No,527,Terry,Armstrong,Missouri,Male,18.0,2.0,12.0
527,Yes,528,Louis,Martin,District of Columbia,Male,18.0,3.50537634409,16.0
528,Yes,529,Beverly,Medina,District of Columbia,Female,16.0,4.0,28.0
529,No,530,Carl,Rodriguez,Arizona,Male,15.0,2.0,20.0
530,Yes,531,Stephen,Stanley,New York,Male,15.0,3.50537634409,10.0
531,Yes,532,Ernest,Nguyen,Texas,Male,15.0,4.0,10.0
532,Yes,533,Emily,Hamilton,Ohio,Female,16.0,4.0,25.0
533,Yes,534,Henry,Daniels,Massachusetts,Male,18.0,4.0,16.0
534,No,535,Teresa,Grant,Virginia,Female,16.0,3.0,16.0
535,No,536,Alice,Martinez,Missouri,Female,19.0,2.0,27.0
536,Yes,537,Alan,Campbell,,Male,17.0,2.0,3.0
537,No,538,Henry,Murphy,California,Male,15.0,2.0,26.0
538,Yes,539,Sean,Dean,New Jersey,Male,16.9588744589,4.0,6.0
539,Yes,540,Janice,Gilbert,Texas,Female,15.0,2.0,16.7755610973
540,Yes,541,Alice,Snyder,Arkansas,Female,15.0,3.0,2.0
541,Yes,542,Debra,Meyer,Alabama,Female,16.9588744589,2.0,16.7755610973
542,No,543,Cynthia,Stewart,Missouri,Female,15.0,2.0,7.0
543,No,544,Phillip,Olson,Tennessee,Male,17.0517799353,3.0,19.0
544,Yes,545,Thomas,Mcdonald,Texas,Male,17.0,4.0,8.0
545,Yes,546,David,Hart,Indiana,Male,17.0,3.0,16.7755610973
546,No,547,Walter,Lawson,District of Columbia,Male,17.0,2.0,28.0
547,No,548,Pamela,Stewart,Texas,Female,19.0,2.0,8.0
548,No,549,Linda,Montgomery,Georgia,Female,15.0,2.0,27.0
549,Yes,550,Jesse,Henry,Michigan,Male,17.0,3.50537634409,16.7755610973
550,Yes,551,James,Richards,New Mexico,Male,15.0,3.50537634409,14.0
551,Yes,552,Ryan,Johnston,Florida,Male,16.9588744589,4.0,22.0
552,Yes,553,Kathleen,Ford,Florida,Female,18.0,4.0,17.0
553,No,554,Samuel,Young,Delaware,Male,19.0,3.0,25.0
554,Yes,555,Albert,Perez,Virginia,Male,19.0,3.50537634409,6.0
555,Yes,556,Teresa,Gomez,California,Female,15.0,4.0,19.0
556,Yes,557,Johnny,Allen,,Male,15.0,3.50537634409,21.0
557,Yes,558,Louise,James,Kentucky,Female,16.0,3.50537634409,25.0
558,No,559,Victor,Robinson,Arizona,Male,19.0,2.0,33.0
559,Yes,560,Joshua,Hart,Tennessee,Male,18.0,4.0,21.0
560,Yes,561,Arthur,Ryan,California,Male,18.0,3.50537634409,22.0
561,No,562,Michelle,Kim,Indiana,Female,17.0517799353,3.0,15.0
562,Yes,563,Lawrence,Thompson,North Carolina,Male,16.0,3.50537634409,4.0
563,Yes,564,Roy,Stevens,Oklahoma,Male,15.0,2.0,16.7755610973
564,No,565,Keith,Warren,Ohio,Male,17.0517799353,3.0,15.0
565,Yes,566,Shawn,Torres,,Male,19.0,4.0,16.7755610973
566,Yes,567,Jesse,Ortiz,Tennessee,Male,16.9588744589,4.0,21.0
567,No,568,Raymond,Miller,Ohio,Male,17.0517799353,2.0,18.0
568,No,569,Daniel,Fields,Kentucky,Male,17.0,3.0,23.0
569,No,570,Helen,Day,Massachusetts,Female,15.0,2.0,17.0
570,Yes,571,Bonnie,Jackson,California,Female,19.0,3.50537634409,28.0
571,Yes,572,Betty,Anderson,Alabama,Female,17.0,3.50537634409,29.0
572,Yes,573,Dennis,Ortiz,Iowa,Male,16.0,3.50537634409,22.0
573,Yes,574,Larry,Graham,Virginia,Male,18.0,3.0,16.7755610973
574,No,575,Russell,Bell,Oklahoma,Male,18.0,3.0,11.0
575,Yes,576,Elizabeth,Hill,Oregon,Female,17.0,3.50537634409,7.0
576,No,577,Lori,Gordon,Texas,Female,17.0517799353,2.0,28.0
577,Yes,578,Michelle,Moore,,Female,16.0,3.50537634409,30.0
578,No,579,Beverly,Gordon,Texas,Female,17.0,3.0,15.0
579,No,580,Kathryn,Brooks,Tennessee,Female,18.0,2.0,9.0
580,Yes,581,Heather,Hawkins,District of Columbia,Female,16.0,3.50537634409,21.0
581,Yes,582,Anna,Pierce,Indiana,Female,17.0,3.50537634409,18.0
582,No,583,Lois,Adams,Kentucky,Female,19.0,3.0,24.0
583,No,584,Ronald,Collins,Florida,Male,19.0,3.0,26.0
584,Yes,585,Bruce,Perez,Texas,Male,15.0,2.0,16.7755610973
585,Yes,586,Robert,Patterson,Utah,Male,16.0,3.50537634409,34.0
586,No,587,Lisa,Medina,Florida,Female,15.0,2.0,4.0
587,Yes,588,Judith,Reed,Florida,Female,16.9588744589,4.0,4.0
588,Yes,589,Carol,Hernandez,Minnesota,Female,19.0,3.50537634409,27.0
589,No,590,Timothy,Davis,Hawaii,Male,19.0,2.0,32.0
590,Yes,591,Mark,Nguyen,Arkansas,Male,16.9588744589,2.0,16.7755610973
591,Yes,592,Arthur,Miller,Louisiana,Male,16.9588744589,3.50537634409,26.0
592,Yes,593,Bruce,Foster,,Male,19.0,4.0,13.0
593,No,594,Walter,Garcia,California,Male,15.0,2.0,28.0
594,No,595,Cheryl,Rice,Pennsylvania,Female,16.0,2.0,4.0
595,Yes,596,Earl,Bennett,Texas,Male,16.9588744589,3.50537634409,16.7755610973
596,Yes,597,Carlos,Gray,Virginia,Male,16.9588744589,4.0,16.7755610973
597,Yes,598,Janet,Franklin,Florida,Female,16.9588744589,3.0,16.7755610973
598,Yes,599,Doris,Murray,,Female,17.0,4.0,3.0
599,No,600,Amy,Powell,,Female,15.0,2.0,31.0
600,Yes,601,Pamela,Boyd,Pennsylvania,Female,15.0,4.0,10.0
601,No,602,Sarah,Butler,Ohio,Female,17.0517799353,3.0,27.0
602,No,603,Peter,Martin,Washington,Male,19.0,3.0,30.0
603,No,604,Jean,Washington,,Female,15.0,2.0,19.0
604,Yes,605,James,Lane,Arizona,Male,15.0,3.50537634409,30.0
605,Yes,606,Theresa,Simpson,District of Columbia,Female,18.0,2.0,16.7755610973
606,Yes,607,Elizabeth,Miller,Colorado,Female,16.0,3.0,16.7755610973
607,No,608,Carlos,Freeman,California,Male,19.0,3.0,22.0
608,Yes,609,Rachel,Barnes,Alabama,Female,19.0,3.50537634409,26.0
609,No,610,Thomas,Ross,Florida,Male,17.0517799353,2.0,26.0
610,No,611,Dorothy,Boyd,Washington,Female,15.0,2.0,6.0
611,Yes,612,Karen,Torres,Florida,Female,17.0,4.0,27.0
612,No,613,Nancy,Duncan,California,Female,19.0,3.0,13.0
613,Yes,614,Jeremy,Rose,California,Male,17.0,2.0,16.7755610973
614,Yes,615,Johnny,Berry,Texas,Male,15.0,2.0,16.7755610973
615,Yes,616,Shawn,George,District of Columbia,Male,15.0,3.50537634409,6.0
616,Yes,617,Bobby,Hill,Florida,Male,16.9588744589,4.0,27.0
617,Yes,618,Debra,Robinson,Oregon,Female,17.0,4.0,30.0
618,Yes,619,Fred,Sanchez,Michigan,Male,16.9588744589,3.0,3.0
619,Yes,620,Johnny,Wood,,Male,18.0,4.0,16.7755610973
620,Yes,621,Richard,Murray,Indiana,Male,17.0,4.0,7.0
621,Yes,622,Antonio,Crawford,West Virginia,Male,19.0,3.50537634409,30.0
622,No,623,Catherine,Ross,Maine,Female,18.0,2.0,30.0
623,Yes,624,Larry,Wagner,New Jersey,Male,15.0,4.0,3.0
624,No,625,Adam,Fernandez,,Male,16.0,3.0,29.0
625,No,626,Anne,Kelley,Ohio,Female,16.0,2.0,33.0
626,Yes,627,Nicholas,Washington,Indiana,Male,18.0,4.0,22.0
627,No,628,Christina,Roberts,California,Female,17.0,2.0,4.0
628,No,629,Diana,Ryan,Texas,Female,15.0,2.0,14.0
629,Yes,630,Antonio,King,Michigan,Male,17.0,3.50537634409,16.7755610973
630,Yes,631,Linda,Matthews,Wisconsin,Female,16.9588744589,4.0,2.0
631,Yes,632,Rachel,Collins,Texas,Female,19.0,4.0,16.7755610973
632,Yes,633,Bruce,Bell,Texas,Male,18.0,4.0,5.0
633,Yes,634,Amanda,Fisher,Indiana,Female,16.9588744589,3.50537634409,28.0
634,No,635,Melissa,Cole,Texas,Female,18.0,3.0,25.0
635,Yes,636,Lois,Hayes,Wisconsin,Female,16.9588744589,4.0,28.0
636,Yes,637,Jennifer,Lopez,,Female,16.0,4.0,16.0
637,Yes,638,Robin,Grant,Alabama,Female,16.9588744589,2.0,3.0
638,Yes,639,Katherine,Bishop,Oregon,Female,19.0,3.50537634409,10.0
639,No,640,Kathleen,Ramos,California,Female,17.0517799353,2.0,13.0
640,Yes,641,Arthur,Sanchez,Georgia,Male,16.0,4.0,16.7755610973
641,No,642,Ann,Perkins,New Hampshire,Female,17.0,3.0,9.0
642,No,643,Brandon,King,Michigan,Male,17.0517799353,2.0,6.0
643,Yes,644,Nicole,Ortiz,Illinois,Female,18.0,2.0,16.7755610973
644,Yes,645,Sean,Nguyen,Texas,Male,19.0,3.50537634409,24.0
645,No,646,Gloria,Wheeler,Texas,Female,17.0517799353,2.0,5.0
646,Yes,647,Phillip,Reid,,Male,15.0,4.0,11.0
647,Yes,648,Billy,Morrison,Minnesota,Male,19.0,3.50537634409,16.7755610973
648,No,649,Betty,Mcdonald,Ohio,Female,17.0,2.0,33.0
649,Yes,650,Shirley,Ortiz,,Female,18.0,2.0,16.7755610973
650,Yes,651,Karen,Simmons,California,Female,18.0,3.50537634409,7.0
651,Yes,652,Antonio,Taylor,District of Columbia,Male,17.0,4.0,29.0
652,Yes,653,Janice,Clark,West Virginia,Female,16.9588744589,2.0,16.7755610973
653,Yes,654,Stephen,Simpson,New Jersey,Male,16.0,2.0,3.0
654,No,655,Kathleen,Brown,,Female,16.0,2.0,9.0
655,No,656,Phillip,Morales,Illinois,Male,18.0,2.0,6.0
656,No,657,Joe,Watson,,Male,17.0517799353,3.0,16.0
657,Yes,658,Melissa,Harrison,Texas,Female,16.9588744589,4.0,24.0
658,No,659,Carlos,Carpenter,California,Male,18.0,3.0,4.0
659,Yes,660,Theresa,Matthews,Hawaii,Female,16.9588744589,4.0,18.0
660,Yes,661,Sarah,Crawford,Virginia,Female,19.0,3.50537634409,34.0
661,Yes,662,Christina,Grant,Florida,Female,16.9588744589,3.50537634409,12.0
662,Yes,663,Carol,Powell,Illinois,Female,16.9588744589,4.0,31.0
663,No,664,Eugene,Lewis,Missouri,Male,16.0,3.0,19.0
664,Yes,665,Chris,Hunt,Pennsylvania,Male,16.9588744589,4.0,23.0
665,Yes,666,Mildred,Ross,West Virginia,Female,18.0,3.50537634409,24.0
666,Yes,667,Nicole,Hart,Texas,Female,16.9588744589,2.0,16.7755610973
667,Yes,668,John,Richards,Texas,Male,16.9588744589,4.0,25.0
668,No,669,Brandon,Lawson,Pennsylvania,Male,19.0,3.0,29.0
669,No,670,Stephanie,Henry,New York,Female,18.0,2.0,14.0
670,No,671,Janet,Ray,,Female,17.0517799353,3.0,19.0
671,Yes,672,Terry,Gray,Colorado,Male,16.9588744589,3.50537634409,34.0
672,No,673,Antonio,Perez,North Carolina,Male,17.0,2.0,14.0
673,Yes,674,Donna,Russell,Ohio,Female,16.9588744589,4.0,16.7755610973
674,No,675,Theresa,Kennedy,Indiana,Female,15.0,2.0,31.0
675,Yes,676,Jack,Morrison,Alabama,Male,16.9588744589,2.0,16.7755610973
676,Yes,677,Louis,Rodriguez,Pennsylvania,Male,16.0,3.0,16.7755610973
677,Yes,678,Gregory,Mccoy,Washington,Male,18.0,2.0,16.7755610973
678,No,679,Gloria,Snyder,Florida,Female,16.0,3.0,7.0
679,No,680,Phyllis,Wagner,,Female,18.0,3.0,12.0
680,No,681,Mildred,Fernandez,North Carolina,Female,15.0,2.0,21.0
681,No,682,Jean,Sullivan,Arizona,Female,19.0,2.0,9.0
682,No,683,Christina,Woods,New York,Female,15.0,2.0,13.0
683,No,684,Paula,Webb,Minnesota,Female,16.0,2.0,17.0
684,Yes,685,Annie,Kennedy,Nevada,Female,16.9588744589,4.0,24.0
685,Yes,686,Heather,Adams,Texas,Female,16.9588744589,3.50537634409,8.0
686,Yes,687,Katherine,Oliver,Virginia,Female,16.9588744589,4.0,10.0
687,Yes,688,Fred,Gonzalez,Idaho,Male,17.0,4.0,16.7755610973
688,No,689,Beverly,Kelley,Arkansas,Female,18.0,2.0,25.0
689,No,690,Evelyn,White,Massachusetts,Female,17.0,3.0,33.0
690,No,691,Arthur,Wood,Indiana,Male,17.0,3.0,26.0
691,No,692,Larry,Bennett,Ohio,Male,15.0,3.0,28.0
692,Yes,693,Sharon,Romero,North Carolina,Female,17.0,3.50537634409,25.0
693,No,694,Michelle,Foster,California,Female,17.0,3.0,27.0
694,Yes,695,Philip,Watkins,Arizona,Male,19.0,3.50537634409,21.0
695,Yes,696,Henry,King,District of Columbia,Male,16.9588744589,2.0,16.7755610973
696,No,697,Daniel,Peterson,Texas,Male,17.0517799353,3.0,22.0
697,Yes,698,Daniel,Bowman,Kentucky,Male,16.0,4.0,31.0
698,No,699,Martha,Alvarez,Colorado,Female,16.0,2.0,13.0
699,Yes,700,Kathryn,Medina,Texas,Female,19.0,2.0,16.7755610973
700,No,701,John,Patterson,,Male,15.0,2.0,4.0
701,Yes,702,Michael,Shaw,Florida,Male,18.0,3.50537634409,26.0
702,No,703,Janice,Matthews,Kentucky,Female,15.0,3.0,34.0
703,Yes,704,Chris,Little,Michigan,Male,16.0,3.50537634409,25.0
704,Yes,705,Martin,Holmes,Florida,Male,16.9588744589,4.0,16.0
705,Yes,706,Debra,Morris,Ohio,Female,16.9588744589,3.50537634409,19.0
706,Yes,707,Robin,Ryan,,Female,15.0,4.0,15.0
707,No,708,Jason,Richardson,Ohio,Male,16.0,3.0,19.0
708,Yes,709,Harry,Williamson,Pennsylvania,Male,19.0,4.0,13.0
709,Yes,710,Russell,Anderson,District of Columbia,Male,17.0,4.0,30.0
710,No,711,Johnny,Chapman,,Male,17.0517799353,2.0,12.0
711,Yes,712,Maria,Stevens,Colorado,Female,16.0,2.0,3.0
712,Yes,713,David,Riley,New York,Male,18.0,3.50537634409,16.7755610973
713,Yes,714,Bobby,Anderson,Pennsylvania,Male,16.9588744589,4.0,17.0
714,Yes,715,Stephen,Olson,Florida,Male,19.0,3.50537634409,10.0
715,Yes,716,Ann,Coleman,Washington,Female,17.0,2.0,16.7755610973
716,Yes,717,Diane,Vasquez,New York,Female,15.0,4.0,14.0
717,Yes,718,Gloria,Hughes,Ohio,Female,19.0,2.0,16.7755610973
718,No,719,Cynthia,Garza,Ohio,Female,18.0,3.0,24.0
719,No,720,Louise,Edwards,Indiana,Female,17.0,3.0,31.0
720,No,721,Kimberly,Montgomery,,Female,17.0,2.0,20.0
721,No,722,Brandon,Perry,California,Male,17.0517799353,3.0,15.0
722,No,723,Shirley,Ford,North Carolina,Female,17.0,2.0,34.0
723,Yes,724,Phillip,Alvarez,Illinois,Male,16.0,2.0,16.7755610973
724,Yes,725,Howard,Lawrence,New York,Male,19.0,4.0,33.0
725,Yes,726,Stephanie,Johnson,Pennsylvania,Female,18.0,3.50537634409,16.7755610973
726,No,727,Sara,Meyer,California,Female,18.0,2.0,9.0
727,No,728,Keith,Fernandez,District of Columbia,Male,19.0,3.0,8.0
728,Yes,729,Samuel,Allen,Illinois,Male,16.0,4.0,12.0
729,Yes,730,Carol,Burke,New York,Female,15.0,3.50537634409,29.0
730,Yes,731,Martha,Gordon,Illinois,Female,15.0,3.50537634409,22.0
731,Yes,732,Katherine,Fox,,Female,17.0,4.0,16.7755610973
732,Yes,733,Stephanie,Graham,Missouri,Female,17.0,3.50537634409,8.0
733,Yes,734,Roger,Snyder,Kansas,Male,18.0,4.0,21.0
734,No,735,Mark,Bishop,Ohio,Male,15.0,2.0,11.0
735,Yes,736,Pamela,Wilson,,Female,19.0,3.50537634409,20.0
736,Yes,737,Philip,Perkins,Florida,Male,16.9588744589,4.0,16.7755610973
